web-scraper-order,web-scraper-start-url,播放量,日期_,up主,name_,link,link-href,点赞数,硬币数,收藏数,弹幕数,pinglun数
"1587744769-1519","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=27","36.9万","2020-02-12","腾讯新闻","记者拍下“能收尽收”当夜混乱一幕，中央指导组严厉问责","记者拍下“能收尽收”当夜混乱一幕，中央指导组严厉问责","https://www.bilibili.com/video/BV117411G73C?from=search&seid=8884194274762229947","7842","1448","1942","1000","2236"
"1587748704-1847","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=10","75.8万","2020-03-23","湖南共青团","抗击疫情，为什么没有人去找美国求援？","抗击疫情，为什么没有人去找美国求援？","https://www.bilibili.com/video/BV1k7411m7Gj?from=search&seid=13435403060158897381","5.2万","3847","8482","1000","3016"
"1587743388-1398","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.7万","2020-02-09","Poli酱Officer","后续：经过民警对网上视频进行慢放处理，反复播放观察后，确认女子是在张望，并未张开嘴，并没有吐口水。另经核实，该女子和家人，以及安装视频的一家人均未感染新冠肺炎。","后续：经过民警对网上视频进行慢放处理，反复播放观察后，确认女子是在张望，并未张开嘴，并没有吐口水。另经核实，该女子和家人，以及安装视频的一家人均未感染新冠肺炎。","https://www.bilibili.com/video/BV1G7411b7n5?from=search&seid=10490960750305197200","2173","55","571","164","1075"
"1587742629-1332","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=36","27.3万","2020-03-30","安徽共青团","“新冠病毒大流行是一个噩梦般的场景”，比尔·盖茨喊话全美学习中国","“新冠病毒大流行是一个噩梦般的场景”，比尔·盖茨喊话全美学习中国","https://www.bilibili.com/video/BV1bp4y117NA?from=search&seid=4394863010343849477","4756","143","529","196","333"
"1587746527-1658","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=20","50.5万","2020-03-30","央视新闻","美病毒学家：新冠病毒较弱版本或已传播数年","美病毒学家：新冠病毒较弱版本或已传播数年","https://www.bilibili.com/video/BV16a4y1t7Za?from=search&seid=5146127575734608623","2.3万","868","1485","363","1364"
"1587739516-1208","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=42","22.2万","2020-03-13","大象视频","俄亥俄州超10万人感染新冠？看手语翻译的表情就知道事情不妙","俄亥俄州超10万人感染新冠？看手语翻译的表情就知道事情不妙","https://www.bilibili.com/video/BV1YE411G7yj?from=search&seid=3572085838853563620","4495","53","467","228","635"
"1587739616-1217","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=42","22.5万","2020-03-30","环球时报","加州州长称联邦政府送来170台坏的呼吸机","加州州长称联邦政府送来170台坏的呼吸机","https://www.bilibili.com/video/BV11i4y1b726?from=search&seid=3572085838853563620","8622","113","681","300","979"
"1587744335-1481","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=29","34.6万","2020-02-28","观察者网","只有200个检测试剂盒 加州州长：扩大检测能力是当务之急","只有200个检测试剂盒 加州州长：扩大检测能力是当务之急","https://www.bilibili.com/video/BV1zE411n7mC?from=search&seid=13523655749916276358","1.4万","251","565","500","1904"
"1587738302-1102","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","18.5万","2020-02-18","图鱼探秘","美国夺命厨娘“伤寒玛丽”，仅凭一个人，让病毒席卷纽约富人区","美国夺命厨娘“伤寒玛丽”，仅凭一个人，让病毒席卷纽约富人区","https://www.bilibili.com/video/BV1M741177WE?from=search&seid=4833573662749179785","6218","933","1215","697","950"
"1587748551-1834","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=11","72.9万","2020-02-18","HXM56","昨天日本电视台采访出现震撼一幕，节目随后中断…","昨天日本电视台采访出现震撼一幕，节目随后中断…","https://www.bilibili.com/video/BV1J741177NX?from=search&seid=10058164653698410445","5478","87","1231","1000","1252"
"1587746516-1657","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=20","50.5万","2020-03-13","爱国青年小越越","4位院士的4个决定，力挽狂澜了疫情","4位院士的4个决定，力挽狂澜了疫情","https://www.bilibili.com/video/BV1NE411j7BH?from=search&seid=5146127575734608623","4.8万","1.3万","8442","1000","1536"
"1587739985-1249","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=40","23.5万","2020-03-15","四川共青团","纽约时报记者介绍中国疫情防控的视频在外网火了：和美国天差地别","纽约时报记者介绍中国疫情防控的视频在外网火了：和美国天差地别","https://www.bilibili.com/video/BV177411f74h?from=search&seid=7485136631995903967","9790","805","1756","370","652"
"1587746989-1698","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=18","54.3万","2020-03-27","央视新闻","【张文宏】美国新冠肺炎疫情何时出现拐点？","【张文宏】美国新冠肺炎疫情何时出现拐点？","https://www.bilibili.com/video/BV1c64y1u77C?from=search&seid=3413766172473597036","1.9万","736","873","500","1618"
"1587742510-1322","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=37","26.6万","2020-03-19","观察者网","科技战：“公主”接连蒙难，中国第一艘豪华邮轮生不逢时？！","科技战：“公主”接连蒙难，中国第一艘豪华邮轮生不逢时？！","https://www.bilibili.com/video/BV1vE411P7Xv?from=search&seid=11354734311706329974","1.8万","1698","1156","1500","1354"
"1587748967-1870","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=9","81.3万","2020-03-02","小央视频","香港暴徒打砸发热门诊 朝警察疯狂咳嗽","香港暴徒打砸发热门诊 朝警察疯狂咳嗽","https://www.bilibili.com/video/BV16E411j7ab?from=search&seid=8041107477482774100","3.4万","865","2922","1000","5057"
"1587744563-1501","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=28","35.9万","2020-02-08","是牧羊女","神奇！武汉护士被确诊为新冠肺炎，居家吃药隔离11天后复查“由阳转阴”","神奇！武汉护士被确诊为新冠肺炎，居家吃药隔离11天后复查“由阳转阴”","https://www.bilibili.com/video/BV1L741187ft?from=search&seid=15825411202350429674","6511","83","523","120","480"
"1587739081-1170","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=44","20.8万","2020-03-15","央视网快看","北京：所有入境进京人员原则上集中隔离，费用自理","北京：所有入境进京人员原则上集中隔离，费用自理","https://www.bilibili.com/video/BV1J7411f7zA?from=search&seid=12579138808019257569","9528","710","478","300","719"
"1587739723-1226","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=41","22.9万","2020-02-26","央视新闻","钟南山：饭店堂食、景区开放、复工复产后 如何做好个人防护？","钟南山：饭店堂食、景区开放、复工复产后 如何做好个人防护？","https://www.bilibili.com/video/BV137411K7NL?from=search&seid=11401787920738282702","1.1万","664","444","177","289"
"1587740404-1283","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=39","24.8万","2020-02-07","摇呼啦圈的羊","病房日记：感染新冠后的第16天，关于新冠的12个Q&A","病房日记：感染新冠后的第16天，关于新冠的12个Q&A","https://www.bilibili.com/video/BV1r7411b7hx?from=search&seid=13251700442346365586","6074","2671","1044","1500","1009"
"1587748933-1867","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=9","80.9万","2020-03-18","观察者网","西班牙市民穿恐龙服外出 警方：遛宠物可以，恐龙不行","西班牙市民穿恐龙服外出 警方：遛宠物可以，恐龙不行","https://www.bilibili.com/video/BV1K7411R7V3?from=search&seid=8041107477482774100","3.6万","1512","3972","300","4530"
"1587748025-1788","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=13","65.1万","2020-03-16","财联社CC新闻","钟南山：医护人员不允许我直接进病房，也许是嫌我太老了","钟南山：医护人员不允许我直接进病房，也许是嫌我太老了","https://www.bilibili.com/video/BV1Z7411f7b3?from=search&seid=13252734982944454975","2.6万","1037","2020","300","951"
"1587746844-1685","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=18","53.2万","2020-03-19","观察者网","巴尔的摩市长：别再互相开枪了，把医院床位留给新冠患者","巴尔的摩市长：别再互相开枪了，把医院床位留给新冠患者","https://www.bilibili.com/video/BV1nE411P7Nb?from=search&seid=3413766172473597036","2.6万","359","1059","500","3154"
"1587740040-1254","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=40","23.6万","2020-04-02","央视网快看","美国成首个确诊病例超21万国家！特朗普：未来两周会非常痛苦","美国成首个确诊病例超21万国家！特朗普：未来两周会非常痛苦","https://www.bilibili.com/video/BV1aa4y1t7XQ?from=search&seid=7485136631995903967","5813","142","386","554","918"
"1587744552-1500","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=28","35.8万","2020-03-24","央视新闻","奇怪的技能增加了！全球宅家花式技能大赏","奇怪的技能增加了！全球宅家花式技能大赏","https://www.bilibili.com/video/BV1g741127e4?from=search&seid=15825411202350429674","2.1万","871","1343","922","916"
"1587748782-1854","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=10","78.0万","2020-04-17","观察者网","巴西医院可怕一幕：患者正在接受治疗，不远处是14具尸体","巴西医院可怕一幕：患者正在接受治疗，不远处是14具尸体","https://www.bilibili.com/video/BV1Hg4y1z7wa?from=search&seid=13435403060158897381","2.9万","289","1100","300","2659"
"1587738002-1076","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=49","17.8万","2020-04-09","共青团中央","世卫组织回应美国：反对政治化新冠肺炎","世卫组织回应美国：反对政治化新冠肺炎","https://www.bilibili.com/video/BV1Ze411x7Si?from=search&seid=2066403347437499560","2.6万","723","443","119","825"
"1587738614-1129","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=46","19.5万","2020-03-29","央视网快看","白岩松谈某餐馆悬挂庆祝国外疫情横幅：防病毒也要防蠢货","白岩松谈某餐馆悬挂庆祝国外疫情横幅：防病毒也要防蠢货","https://www.bilibili.com/video/BV1h7411D7vZ?from=search&seid=7705405146305018186","6721","525","532","300","2593"
"1587743100-1373","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=34","28.8万","2020-01-28","Hey_Tobi","德国冠状病毒研究专家和媒体解读武汉冠状病毒，德国网友集体吃柠檬","德国冠状病毒研究专家和媒体解读武汉冠状病毒，德国网友集体吃柠檬","https://www.bilibili.com/video/BV1T7411r7Aw?from=search&seid=10158273873019651576","1.8万","9052","2003","1000","657"
"1587746956-1695","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=18","54.1万","2020-03-31","春小喜","台媒造谣我国疫情！被马版“帝吧大军”淹没","台媒造谣我国疫情！被马版“帝吧大军”淹没","https://www.bilibili.com/video/BV1qi4y1b7rz?from=search&seid=3413766172473597036","3.2万","7004","2614","1000","2954"
"1587748334-1815","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=12","69.7万","2020-03-24","观察者网","【懂点儿啥38】西班牙疫情爆发背后：最该对传染病警觉的民族为何松懈了","【懂点儿啥38】西班牙疫情爆发背后：最该对传染病警觉的民族为何松懈了","https://www.bilibili.com/video/BV1v7411271h?from=search&seid=12396344244785602663","5.1万","1.1万","4606","3000","3356"
"1587743125-1375","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=34","28.9万","2020-03-21","咖啡88888","强盗公然作案，在美华人开始备战，以应对骚乱，各小区组织SOS互助保护家人保护自身安全","强盗公然作案，在美华人开始备战，以应对骚乱，各小区组织SOS互助保护家人保护自身安全","https://www.bilibili.com/video/BV14E411N7Ju?from=search&seid=10158273873019651576","4340","62","454","255","1256"
"1587747196-1716","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=17","55.9万","2020-03-26","小测佬TV","疫情期间外国人迷惑行为大赏！我裂开了！","疫情期间外国人迷惑行为大赏！我裂开了！","https://www.bilibili.com/video/BV197411y7JN?from=search&seid=4469180170342075254","6.3万","8374","5204","1000","962"
"1587740247-1269","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=39","24.1万","2020-03-28","央视新闻","65天的等待 武汉地铁今日恢复运营！","65天的等待 武汉地铁今日恢复运营！","https://www.bilibili.com/video/BV1xT4y157Uv?from=search&seid=13251700442346365586","2.1万","1624","966","500","1227"
"1587748944-1868","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=9","80.9万","2020-03-26","观察者网","为防病毒，英国女子进充气球一路滚进超市","为防病毒，英国女子进充气球一路滚进超市","https://www.bilibili.com/video/BV1A7411y7V6?from=search&seid=8041107477482774100","3.1万","487","1784","300","4226"
"1587743087-1372","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=34","28.7万","2020-03-25","共青团中央","外交部：中国诊疗防控方案已翻译成多国文字","外交部：中国诊疗防控方案已翻译成多国文字","https://www.bilibili.com/video/BV1YA41187tK?from=search&seid=10158273873019651576","4.1万","2648","1264","1000","2990"
"1587746911-1691","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=18","53.7万","2020-04-12","观察者网","美国男子不戴口罩乘公交，被警察强行拖下车","美国男子不戴口罩乘公交，被警察强行拖下车","https://www.bilibili.com/video/BV1qp4y1C72s?from=search&seid=3413766172473597036","2.7万","525","923","300","3942"
"1587742970-1362","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=35","28.4万","2020-04-12","央视新闻","安倍晋三与歌手“同框” 呼吁民众“待家里”","安倍晋三与歌手“同框” 呼吁民众“待家里”","https://www.bilibili.com/video/BV1WQ4y1K7TL?from=search&seid=17025394326967183334","1.9万","343","867","300","1017"
"1587743744-1429","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=31","31.6万","2020-03-09","观察者网","洛杉矶14人确诊，万人马拉松依然如期举行","洛杉矶14人确诊，万人马拉松依然如期举行","https://www.bilibili.com/video/BV1JE411u7uF?from=search&seid=7931832587365121279","1.8万","181","513","500","2767"
"1587742881-1354","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=35","28.3万","2020-03-09","影子Steffy","意大利北部封城了！ 意大利罗马街头真实情况报道!!!","意大利北部封城了！ 意大利罗马街头真实情况报道!!!","https://www.bilibili.com/video/BV1qE411g7nE?from=search&seid=17025394326967183334","2380","263","353","1000","1696"
"1587739466-1204","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=43","21.8万","2020-04-19","央视新闻","首次曝光！武汉最初7例新冠病例会诊记录","首次曝光！武汉最初7例新冠病例会诊记录","https://www.bilibili.com/video/BV1ek4y1R7Kv?from=search&seid=550127077071835466","1.6万","456","1023","921","566"
"1587747051-1703","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=17","54.6万","2020-04-06","央视网快看","美国N95口罩储备严重不足，特朗普：奥巴马政府留下的烂摊子","美国N95口罩储备严重不足，特朗普：奥巴马政府留下的烂摊子","https://www.bilibili.com/video/BV1Re411x7Be?from=search&seid=4469180170342075254","1.5万","211","1151","500","1245"
"1587748484-1828","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=11","71.7万","2020-03-19","四川共青团","意大利市长崩溃怒吼：平时没见邻里关系多好现在要串门？","意大利市长崩溃怒吼：平时没见邻里关系多好现在要串门？","https://www.bilibili.com/video/BV1XE411P7cA?from=search&seid=10058164653698410445","2.9万","1596","6051","1000","1878"
"1587744702-1513","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=27","36.5万","2020-02-14","央视新闻","【微视频】病 毒 危 险 传 播 链 ！","【微视频】病 毒 危 险 传 播 链 ！","https://www.bilibili.com/video/BV1Y7411G7jJ?from=search&seid=8884194274762229947","1.7万","1487","2111","1000","1023"
"1587739835-1236","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=41","23.2万","2020-02-24","央视新闻","钟南山：新冠病毒不会像流感一样经常性爆发","钟南山：新冠病毒不会像流感一样经常性爆发","https://www.bilibili.com/video/BV1C7411u7wc?from=search&seid=11401787920738282702","1.1万","905","465","178","437"
"1587739560-1212","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=42","22.4万","2020-03-08","科技袁人","【科技袁人LITE】中国防疫形势大逆转，真正的考验转到国外","【科技袁人LITE】中国防疫形势大逆转，真正的考验转到国外","https://www.bilibili.com/video/BV1TE411p7Vw?from=search&seid=3572085838853563620","1.7万","6411","2417","1500","2030"
"1587742982-1363","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=35","28.5万","2020-03-31","青春山东","英美抗疫不力想甩锅“清算中国”？华春莹：这锅太大 甩不出去的","英美抗疫不力想甩锅“清算中国”？华春莹：这锅太大 甩不出去的","https://www.bilibili.com/video/BV1gK411L7FR?from=search&seid=17025394326967183334","8174","212","851","298","463"
"1587738681-1135","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=46","19.6万","2020-02-09","看新闻我只用B站","新冠肺炎男子得知被治愈一夜没睡 出院前的举动好笑又心酸","新冠肺炎男子得知被治愈一夜没睡 出院前的举动好笑又心酸","https://www.bilibili.com/video/BV167411b7Te?from=search&seid=7705405146305018186","6076","130","338","127","273"
"1587738886-1153","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=45","20.2万","2020-02-26","封面新闻","韩国抄了新天地教会总部！严防疫情进一步扩散！","韩国抄了新天地教会总部！严防疫情进一步扩散！","https://www.bilibili.com/video/BV1n7411K7vr?from=search&seid=2885581595517010399","3707","50","279","216","508"
"1587746276-1636","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=21","48.5万","2020-03-12","腾讯新闻","武汉一社区垃圾车送肉 居民当面质疑工作人员：你们把它吃了我当无事发生","武汉一社区垃圾车送肉 居民当面质疑工作人员：你们把它吃了我当无事发生","https://www.bilibili.com/video/BV1NE411j79Y?from=search&seid=16176515025194647685","1.1万","662","1247","467","1715"
"1587747471-1740","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=16","59.1万","2020-01-20","呓城","新冠肺炎新增136例、累计198例、出院25例、死亡3例；北京、广东3例，韩国、泰国、日本4例；新型冠状病毒肺炎症状、预防、协和医院诊疗方案。","新冠肺炎新增136例、累计198例、出院25例、死亡3例；北京、广东3例，韩国、泰国、日本4例；新型冠状病毒肺炎症状、预防、协和医院诊疗方案。","https://www.bilibili.com/video/BV1S7411v7Jm?from=search&seid=16126204020275372214","3878","228","714","500","2982"
"1587743833-1437","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=31","31.7万","2020-02-25","泡菜女博士郑晓贞","韩国人去青岛躲避？哈利路亚大叔是干嘛的？聊聊狂上热搜的韩国近况","韩国人去青岛躲避？哈利路亚大叔是干嘛的？聊聊狂上热搜的韩国近况","https://www.bilibili.com/video/BV1Q7411T7DS?from=search&seid=7931832587365121279","9910","1691","727","1000","1082"
"1587740465-1288","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=38","25.0万","2020-03-27","央视网快看","82404例！美国成为全球累计确诊病例最多国家","82404例！美国成为全球累计确诊病例最多国家","https://www.bilibili.com/video/BV1Q7411X78V?from=search&seid=1443031990306521138","1.1万","191","640","300","2554"
"1587743377-1397","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.7万","2020-03-18","青春山东","避 免 十 人 以 上 的 聚 集","避 免 十 人 以 上 的 聚 集","https://www.bilibili.com/video/BV1x7411o7zF?from=search&seid=10490960750305197200","2.0万","241","2622","100","732"
"1587740543-1295","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=38","25.3万","2020-03-18","KB诚译","【小崔每日秀】崔娃已疯 居家隔离疯狂洗刷刷","【小崔每日秀】崔娃已疯 居家隔离疯狂洗刷刷","https://www.bilibili.com/video/BV1a7411o7QJ?from=search&seid=1443031990306521138","9028","95","560","185","190"
"1587745423-1576","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=24","41.2万","2020-03-30","花圣Carlos","土耳其少年追随华人一路，最后鼓起勇气说话，说家里缺口罩，但必须上学，寻求几个口罩，最后给了","土耳其少年追随华人一路，最后鼓起勇气说话，说家里缺口罩，但必须上学，寻求几个口罩，最后给了","https://www.bilibili.com/video/BV1m7411U76q?from=search&seid=13987666340698727303","3730","38","259","63","353"
"1587740589-1299","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=38","25.5万","2020-03-19","春小喜","马来西亚封国！万人集会引爆东南亚疫情","马来西亚封国！万人集会引爆东南亚疫情","https://www.bilibili.com/video/BV147411R7Xn?from=search&seid=1443031990306521138","1.8万","4562","1597","1000","1477"
"1587743332-1393","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.5万","2020-04-13","樱桃小嘴艾米","美国疫情确诊人数破55万了，虽然你们看的已经麻木，但是我真的要崩溃了。。。","美国疫情确诊人数破55万了，虽然你们看的已经麻木，但是我真的要崩溃了。。。","https://www.bilibili.com/video/BV1u54y197Kg?from=search&seid=10490960750305197200","1497","99","220","null","2063"
"1587738244-1097","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","18.3万","2020-04-11","央视新闻","一定要让他活！重症患者25天ECMO治疗全纪录","一定要让他活！重症患者25天ECMO治疗全纪录","https://www.bilibili.com/video/BV1G54y197gL?from=search&seid=4833573662749179785","2.4万","5955","3149","1500","1096"
"1587743583-1415","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","30.6万","2020-01-27","是牧羊女","武汉夫妇强行带疑染新型肺炎孩子离境，在马来西亚机场被捕","武汉夫妇强行带疑染新型肺炎孩子离境，在马来西亚机场被捕","https://www.bilibili.com/video/BV1t741167DB?from=search&seid=1863880881807467581","7150","15","375","174","1211"
"1587744908-1531","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=26","37.7万","2020-04-02","观察者网","印度医护排查病例遭民众暴力袭击。。。","印度医护排查病例遭民众暴力袭击。。。","https://www.bilibili.com/video/BV1bi4y1b72Q?from=search&seid=6466329653341452850","1.6万","327","991","300","4704"
"1587739594-1215","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=42","22.5万","2020-03-20","LetsVideo","美国专家：部分欧盟国不建议戴口罩！“学习中国”成美国人口头禅","美国专家：部分欧盟国不建议戴口罩！“学习中国”成美国人口头禅","https://www.bilibili.com/video/BV1TE411A7Kx?from=search&seid=3572085838853563620","5444","212","592","443","686"
"1587747404-1734","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=16","58.4万","2020-04-03","NathanRich火锅大王","外媒如何无赖式否认中国抗疫成果","外媒如何无赖式否认中国抗疫成果","https://www.bilibili.com/video/BV1N5411r7L5?from=search&seid=16126204020275372214","6.1万","2.0万","5612","1000","2047"
"1587744396-1486","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=28","34.8万","2020-03-26","回风里","【77亿的爱】新冠肺炎事件各国非首脑会谈！日本代表强烈指责安倍政府不作为！包括钻石号轮船事件国会议员的做法！表示目前国民对政府的信赖降低！其实政治和生活息息相关","【77亿的爱】新冠肺炎事件各国非首脑会谈！日本代表强烈指责安倍政府不作为！包括钻石号轮船事件国会议员的做法！表示目前国民对政府的信赖降低！其实政治和生活息息相关","https://www.bilibili.com/video/BV1F741117ND?from=search&seid=15825411202350429674","989","6","296","106","160"
